Store,Dept,Avg_Weekly_Demand,Demand_Std,Safety_Stock,ROP
1,60,1215.8151,1505.2746157440777,3512.4866315240192,5944.116758477145
1,67,7441.654,3046.0917668127313,7107.910076618319,21991.21769380582
1,71,2935.8364,1607.3017588193816,3750.5621111450228,9622.234962707524
1,72,45218.082,11980.344437431933,27955.56321577356,118391.72727827355
1,74,11874.586,1874.9588566056452,4375.12720244037,28124.29907744037
1,77,2601.982,3935.8873143599535,9184.205612901105,14388.169480088605
1,78,2087.0754,3823.2323027533766,8921.330508183628,13095.481387089878
1,79,33954.16,4175.432417700948,9743.172703910188,77651.49301641018
1,80,17348.424,2628.2494769925943,6132.894991843819,40829.742648093816
1,81,29789.287,2400.0429974953104,5600.386039605132,65178.96025835513
1,82,20639.463,4563.039884707242,10647.63626949387,51926.56205074387
1,83,5890.7344,1525.5701168258413,3559.8452167842493,15341.31396678425
1,85,3875.0447,1642.3610076959174,3832.371198803911,11582.46055427266
1,87,45860.09,8365.123373995924,19519.617028608216,111239.79671610822
1,90,81487.25,8858.667369391262,20671.278438269434,183645.77843826942
1,91,63910.434,5466.7163052204305,12756.322161806633,140577.18934930663
1,92,104786.98,7581.20868508457,17690.389433685043,227264.34255868505
1,93,71287.734,8029.687363255312,18736.893071707007,161312.36182170702
1,94,62930.484,6273.341695621242,14638.544097124513,140499.5128471245
1,95,104421.586,7663.87388351637,17883.28473753659,226726.4566125366
1,96,33120.383,5951.111187993335,13886.63455286322,80127.40017786322
1,97,35150.027,3274.4825824967984,7640.849168570391,77940.90385607039
1,98,12038.737,2416.079275093301,5637.805929699079,29715.28053907408
1,99,620.82715,1353.3468027097595,3157.970314927572,4399.624611802572
2,1,29354.623,10353.544041728814,24159.50196402606,82868.74805777606
2,2,65666.25,4787.249567050401,11170.818885909219,142503.31888590922
2,3,17385.113,11415.477096269507,26637.47217533123,61407.69873783123
2,4,45356.19,4092.933913443743,9550.666372976733,100263.04918547673
2,5,29468.814,13225.155102099085,30860.26962129583,89797.89852754583
2,6,6742.0957,3511.3572980614867,8193.585036872897,21677.776443122897
2,7,36172.215,16930.728450923143,39507.04856365003,111851.47825115002
2,8,58376.094,4579.0383071539445,10684.967826395026,127437.15532639503
2,9,33914.082,7046.875095775145,16443.547449110785,84271.71151161079
2,10,38847.82,3492.0339614045483,8148.4949510015,85844.1355760015
2,11,23841.023,6034.57569219042,14081.394998653455,61763.44187365346
2,12,8019.868,1790.3767691523733,4177.758929343467,20217.495257468465
2,13,45822.184,3312.724169386804,7730.084090434142,99374.45127793415
2,14,21414.092,7662.578575035806,17880.262196882482,60708.44579063248
2,16,26803.254,16993.456092307886,39653.4205276003,93259.9283401003
2,17,14143.411,2868.0749578624086,6692.516330464241,34979.33859608924
2,18,11465.626,16346.875260145207,38144.65494727564,61075.90690040064
2,19,4319.9287,1964.5101082200642,4584.090783465354,13223.948205340355
2,20,6006.355,1894.6602695510926,4421.099511326222,16433.80947226372
2,21,10156.674,2273.921177319522,5306.086778408895,25619.434434658895
2,22,13233.186,4344.985739158995,10138.817305049957,36605.18839879996
2,23,28825.504,8126.760016688041,18963.407485690186,76614.41529819019
2,24,8391.781,4377.218360769498,10214.030592593439,26997.593092593437
2,25,15646.6455,3132.992752701848,7310.689388784491,38603.98040440949
2,26,9571.531,3071.357910799228,7166.867420384369,26309.92992038437
2,27,2078.5586,2118.382285108529,4943.144180520793,9100.261368020794
2,28,1053.0929,2043.7560883313631,4769.007504196318,6875.193295211943
2,29,7311.67,2466.8012752833947,5756.163301655289,20379.503145405288
2,30,5239.2607,1951.6397379960022,4554.058387461363,15032.579871836362
2,31,4106.6973,2501.1975042497534,5836.4252639281685,14049.81979517817
2,32,11551.638,4206.004750113852,9814.511785677507,32917.7871763025
2,33,7624.263,3642.355568421413,8499.263262347098,23747.7896295346
2,34,17966.018,3292.261651359298,7682.335779084716,43614.370935334715
2,35,4112.169,1945.3721251440252,4539.433211348063,12763.771101973063
2,36,2897.4587,2831.6997952573493,6607.636620786399,12402.55410125515
2,37,4744.008,1787.0824327130172,4170.071752145397,13658.087377145397
2,38,84065.61,9847.343280694158,22978.306594487058,191109.52534448705
2,39,2832.6033,5570.077465612165,12997.510507306843,18662.71705027559
2,40,77755.78,6359.320968754918,14839.172636469744,170350.73513646974
2,41,2804.7422,2288.2740011757883,5339.578409366103,10949.062784366102
2,42,9037.034,1588.3755477581396,3706.398698939235,21780.467058314236
2,44,7489.2896,2293.747532447156,5352.3506339268715,20330.92973548937
2,45,519.50055,3031.002385391037,7072.699723658591,8111.700822291404
2,46,29503.04,5600.490836976865,13068.478661038233,72074.55678603823
2,47,790.1654,1943.8487922359905,4535.878586551453,6116.209397098328
2,48,1604.6995,2159.718332612124,5039.59987886169,8248.998804642939
2,49,16096.73,2867.909802955893,6692.130949354908,38885.591886854905
2,51,2319.7856,7054.46714545287,16461.26313548452,21100.83442454702
2,52,4416.533,1982.804449348826,4626.779757274664,13459.846163524664
2,54,377.7351,2118.126958858146,4942.548388874693,5698.018603718443
2,55,12862.467,6538.375647093535,15256.988201415905,40981.92179516591
2,56,5829.8896,5616.310648641827,13105.393438186018,24765.172735061016
2,58,21862.607,6295.4053787645735,14690.028651020895,58415.2434947709
2,59,1526.421,2966.2376596538134,6921.574320382016,9974.416361397642
2,60,381.05658,960.0824491408107,2240.3066739426645,3002.419833122352
2,67,12064.188,4696.740347602596,10959.61993256545,35087.99688569045
2,71,4881.1895,2115.8065583690754,4937.133844835756,14699.512751085756
2,72,67654.26,14782.531602708255,34494.33351995218,169802.8491449522
2,74,17418.684,2527.17691742291,5897.046987373923,40734.41417487392
2,77,5409.8325,4614.016241474608,10766.587170410156,21586.252209472656
2,78,2920.5308,7675.275620052917,17909.89014677016,23750.95167020766
2,79,32897.844,3544.5806640558653,8271.11017925484,74066.79767925484
2,80,26276.387,2445.3165952174872,5706.029823866741,58258.80326136674
2,81,31143.508,2641.061800665165,6162.791938984204,68449.8075639842
2,82,24052.87,8042.515950383638,18766.827968846897,66872.56625009689
2,83,5963.589,1818.9163303445498,4244.354636272019,16171.532370647019
2,85,3902.3801,2016.9534083990245,4706.464726973692,12511.224980879942
2,87,25181.459,4341.218204361286,10130.025942017362,60492.94391076736
2,90,95296.86,7360.213175671134,17174.70693673559,207768.4256867356
2,91,79840.875,5818.677963211576,13577.60792958119,173259.3579295812
2,92,105354.445,7047.762125109377,16445.617289820028,227154.50791482002
2,93,70004.97,7580.882501696316,17689.628300282082,157699.5658002821
2,94,69818.914,6634.772454732401,15481.925561424288,155119.7536864243
2,95,105354.445,7047.762125109377,16445.617289820028,227154.50791482002
2,96,34202.797,4063.596581080826,9482.209105012784,77887.80285501278
2,97,40667.062,2826.7083935702644,6595.9894226505385,87930.11442265054
2,98,14463.75,2625.844632066107,6127.28340073159,35054.78340073159
2,99,874.4512,1651.8388469841755,3854.487285428598,5603.389629178599
3,1,7264.1665,2659.710959296852,6206.308862539438,20734.641870351938
3,2,16241.894,2386.463994040415,5568.700081703583,38052.48719107858
3,3,5478.92,2794.957867352304,6521.901081747167,17479.740925497168
3,4,8519.066,1012.8325996957253,2363.396638190436,19401.529450690436
3,5,11349.953,4671.398432050615,10900.485779459745,33600.39202945975
3,6,2103.5532,1192.5562258606308,2782.7731610325504,6989.87960634505
3,7,9782.421,5226.655934697237,12196.152719365988,31760.994516240986
3,8,8404.642,816.8009071059582,1905.966018970023,18715.249222095023
3,9,9087.67,2856.3284035490433,6665.106305369405,24840.446149119405
3,10,10855.841,1926.1458997312293,4494.569729940233,26206.25137056523
3,11,8749.616,3684.615444982004,8597.87467179783,26097.10709367283
3,12,2480.4565,733.704167730282,1712.063734876818,6672.976820814318
3,13,11403.796,1024.6775516874015,2391.0362695817093,25198.62806645671
3,14,4662.3228,1282.0384834764288,2991.5757478473915,12316.221255659892
3,16,7891.303,4224.189805926747,9856.945747406635,25639.552192719137
3,17,2735.3828,760.3966465165205,1774.3493629730278,7245.114987973027
3,18,3001.9763,4157.1161470763145,9700.432558666591,15704.385195385341
3,19,827.20355,850.9994071012459,1985.7665901051737,3640.173694597361
3,20,1783.2338,768.9892604856462,1794.3998184717952,5360.86734776867
3,21,1347.8348,695.8065218504752,1623.631382981179,4319.301060715554
3,22,3180.4612,1141.1265437876818,2662.7644471039844,9023.686810385234
3,23,10762.782,2719.36763985831,6345.5148856541255,27871.079338779127
3,24,2857.2617,1349.3698788200888,3148.690352420431,8863.213789920432
3,25,4339.691,1033.9847938079943,2412.7542758398426,11092.136111777343
3,26,2930.545,1078.8031651481135,2517.3358110177487,8378.425654767749
3,27,592.1916,754.9411273327951,1761.6191687609996,2946.0023474719374
3,28,250.1009,760.8090168967268,1775.3116096173023,2275.513422361443
3,29,1615.3049,796.5007571573136,1858.5965858003149,5089.206449081565
3,30,1343.3485,757.2064849003388,1766.9052727638134,4453.602294248189
3,31,973.04974,798.9018851970593,1864.199503734339,3810.2989910390265
3,32,4163.826,1981.4556120252923,4623.6323096146425,12951.284653364643
3,33,3306.4106,1104.5496277295244,2577.4139553512573,9190.235244413758
3,34,4663.6187,1221.9637258999687,2851.394161927897,12178.631466615398
3,35,1544.8433,766.5143975285815,1788.6248436196174,4878.311367057117
3,36,717.9305,854.529693824911,1994.004346055234,3429.8653079692967
3,38,98222.57,11025.25466853021,25726.906723406966,222172.04734840698
3,40,17869.637,2417.1025088453744,5640.193596931018,41379.467034431014
3,41,738.42993,812.3189671815295,1895.50762559569,3372.36748887694
3,42,4505.8853,1083.3248853335108,2527.887029736633,11539.657537549134
3,44,2223.1123,845.623571492689,1973.2223337211035,6419.4469430961035
3,45,897.0184,2593.563995807413,6051.958073293111,7845.994816457173
3,46,6207.2407,1701.6066489326847,3970.6180812289804,16385.099526541482
3,47,1237.7014,3177.4463964742545,7414.419849552225,9889.822681583475
3,49,154.505,780.8619093783908,1822.1040792627273,2131.1140890283523
3,51,241.20657,1159.156287202652,2704.8359947488543,3187.2491417215106
3,52,1053.3223,733.6705917692523,1711.9853869707122,3818.629918220712
3,54,191.44904,856.5663751615119,1998.7568449631817,2381.654916252244
3,55,7097.774,2105.763553526202,4913.698971303735,19109.246822866233
3,56,1712.9467,1909.3536778002565,4455.385879744918,7881.279190291793
3,59,357.33997,910.0184173420943,2123.484639893907,2838.164571534532
3,60,224.88933,759.0272268859267,1771.1538874796545,2220.9325434855136
3,67,2116.5283,1004.6538916120799,2344.312012364376,6577.368652989377
3,71,1200.8138,820.8509112021486,1915.4165106588464,4317.044196205721
3,72,21765.838,7488.375642796326,17473.767950408397,61005.44373165839
3,74,3466.9429,804.5958712330776,1877.4861489899044,8811.371891177405
3,77,4155.8735,5577.71554371933,13015.333598828713,21327.080669141214
3,78,6343.17,,,
3,79,7343.659,805.5472419044487,1879.7061271452944,16567.024486520295
3,80,327.53967,1153.14288112139,2690.8039980291614,3345.8833437322864
3,81,1525.3047,724.7939930379443,1691.272266553339,4741.881641553339
3,82,6748.776,1422.1581147533198,3318.5382346431106,16816.08999245561
3,83,4294.051,,,
3,85,973.36835,746.8255826114952,1742.6819316330018,3689.4186259689395
3,87,1031.8159,807.8639932549919,1885.1121560932586,3948.743992030759
3,90,1637.8661,700.1951209201217,1633.8719699159637,4909.604147650339
3,91,406.95535,753.6901202637941,1758.7000033410502,2572.6107089074567
3,92,7669.23,1555.1052187383593,3628.7639705739944,18967.223931511493
3,94,794.48785,1249.7888989827159,2916.3228782237466,4505.298586231559
3,95,15390.17,3102.2931266481373,7239.0532733683385,38019.393117118336
3,96,4009.2427,867.1210420267959,2023.385657458086,10041.871009020586
3,97,435.20197,764.8626707621588,1784.7706178688416,2655.174548532904
3,98,306.8103,1041.670562165994,2430.6886502909256,3044.3092557596756
4,1,35396.598,11389.764525364772,26577.473115611247,97370.66842811124
4,2,92493.79,9158.307363444817,21370.47409491232,206358.05221991232
4,3,18520.625,13316.249732053464,31072.83460217822,68114.08460217822
4,4,56339.9,4866.685108497842,11356.17793899076,124035.97481399076
4,5,43556.61,13547.073394038396,31611.450625116147,118724.66937511615
4,6,8158.1895,4577.5090924595515,10681.399476730052,26997.778382980054
4,7,44873.02,15520.86076966579,36217.18947027369,125963.22853277369
4,8,63034.684,4550.812072611482,10619.103252282315,136688.4704397823
4,9,34234.254,7220.442717924559,16848.55922974449,85317.06704224448
4,10,37304.63,4655.9348057183615,10864.40214382355,85473.65995632355
4,11,27554.676,7509.871280609374,17523.926997578066,72633.27856007806
4,12,8432.531,1900.1784322194019,4433.975881126313,21299.038381126313
4,13,69601.25,5778.577345825194,13484.035048585056,152686.53504858506
4,14,28376.625,9078.307744767595,21183.798794477618,77937.04879447763
4,16,21504.623,14076.00499503972,32845.687327227395,75854.9334209774
4,17,16343.222,2524.2125988670477,5890.129891190847,38576.573250565845
4,18,12766.158,17661.41803351895,41212.07790767637,66744.39431392637
4,19,3323.9282,2030.0842395124375,4737.104896059293,11384.961341371793
4,20,9146.018,1771.7216284690235,4134.228046955554,22426.263203205555
4,21,9133.683,1937.6002484577643,4521.297907213641,22788.66314158864
4,22,17640.271,3974.306537014478,9273.855039361975,44554.39800811197
4,23,45395.54,8882.030222596179,20725.79454363534,111516.87266863533
4,24,10986.1045,4259.282522129973,9938.832929478569,31911.04191385357
4,25,16004.287,2486.5392066965815,5802.220824646524,37810.79504339652
4,26,18784.965,4274.8606338570535,9975.18371133156,47545.113398831556
4,27,2828.3606,2116.484312673847,4938.715352229867,10595.436543636117
4,28,1178.4927,2051.1678573217832,4786.302514171575,7143.287865734075
4,29,9583.3955,2705.4828007058995,6313.115274716956,25479.906290341954
4,30,7970.45,1845.7446890244864,4306.957333629291,20247.85772425429
4,31,4047.308,2994.177417795191,6986.7704154554,15081.386626392901
4,32,13358.338,5176.902154806941,12080.054643370686,38796.730424620684
4,33,12438.509,4156.1192452340265,9698.106335692157,34575.12391381716
4,34,25239.475,4137.910086739803,9655.616131503968,60134.565350253964
4,35,4611.027,1865.4805143056276,4353.009942061695,13575.063652999195
4,36,3252.9976,2958.2971153344415,6903.045438358034,13409.040555545533
4,37,3912.192,1914.6241245996548,4467.684216361652,12292.068005424153
4,38,79663.42,6767.043271104846,15790.57321241741,175117.41696241742
4,39,11446.573,,,
4,40,78319.234,6663.193637855299,15548.24503876559,172186.7137887656
4,41,1235.037,2187.60282102574,5104.667004657403,7574.740979266778
4,42,9777.817,1813.5930821126099,4231.933090026964,23787.567855651963
4,44,5689.279,2130.0783086628308,4970.436294495737,16348.993911683236
4,45,653.3023,3568.4370145927282,8326.77783714347,9633.382451401283
4,46,38705.664,6417.6689401173735,14975.324848992017,92386.65297399202
4,47,1020.1231,2833.4231788777934,6611.658054393585,8651.904270213898
4,48,2547.8745,2362.2103648119883,5512.105392907427,10607.854416344926
4,49,7215.2803,2004.8288181043174,4678.172572919255,19108.733119794255
4,51,1284.397,5189.673563361244,12109.856117031055,14678.650062343555
4,52,3985.389,2053.7959622924986,4792.435071964904,12763.212903996155
4,54,407.5933,2116.0903597645315,4937.796081876839,5752.982666349495
4,55,18894.32,8011.675923062335,18694.86423375902,56483.50485875902
4,56,6352.377,7161.95476552101,16712.080378129012,29416.834284379012
4,58,6333.581,2922.218662690084,6818.858087243541,19486.02019661854
4,59,1626.3488,3467.359045076527,8090.91720882101,11343.614718586636
4,60,684.3327,2071.7663949983726,4834.368220894597,6203.033626168034
4,67,12556.883,4254.917460770813,9928.647266670288,35042.41289167029
4,71,7941.46,2142.5523977226785,4999.543987274769,20882.46390914977
4,72,88219.914,12840.624580959078,29962.985962360555,206402.81408736054
4,74,21084.648,2730.3277710281936,6371.089829794757,48540.38670479476
4,77,1620.7125,3370.6769141700684,7865.314060555386,11106.73910938351
4,78,1409.0917,3634.8096008027933,8481.655106263755,11299.83845587313
4,79,52349.51,4223.67672033269,9855.748486607106,114554.7719241071
4,80,19865.416,2911.359414656832,6793.518549097974,46524.35058034797
4,81,31244.027,2533.552119369049,5911.923217514833,68399.97790501484
4,82,28977.23,8652.450441357927,20190.081057183597,78144.54199468359
4,83,9420.057,1913.0007824980041,4463.896224874385,23304.009506124385
4,85,3007.7534,1995.201823818908,4655.708440211787,10671.215276149287
4,87,14679.442,2519.627361741537,5879.430458717016,35238.31522434202
4,90,88036.83,9334.363608258282,21781.292958019192,197854.94920801918
4,91,66716.44,5619.524698090215,13112.893269514096,146545.76826951408
4,92,105467.43,6871.875283382577,16035.19372074856,226970.05309574856
4,93,67540.63,8614.648018977112,20101.870904788113,155183.1365297881
4,94,67958.61,8057.822022284111,18802.543958719605,154719.76270871962
4,95,105467.43,6871.875283382577,16035.19372074856,226970.05309574856
4,96,38176.633,5971.7537432988165,13934.80297262705,90288.06859762705
4,97,39460.38,3001.353513099681,7003.515492107811,85924.2733046078
4,98,15458.954,3432.6543684404837,8009.9354985998425,38927.84370172484
4,99,1099.9768,2332.348832150165,5442.424928509491,7642.378541790741
5,1,9676.028,2244.6228530439557,5237.720533959132,24589.77717458413
5,2,12301.009,1038.2388696764026,2422.6809592908135,27024.698537415814
5,3,4121.226,2157.7318820549203,5034.9645910853715,13277.416739522872
5,4,9935.256,857.1755248248273,2000.1782666935514,21870.68998544355
5,5,6493.8867,2295.422219166905,5356.258435635334,18344.031873135333
5,6,1268.1093,1125.7922060254075,2626.982500188844,5163.201006048219
5,7,5908.7944,2743.4508785646613,6401.71197628137,18219.30084346887
5,8,13366.348,1195.8111347834683,2790.3683359984443,29523.063648498442
5,9,7872.044,2241.214284878872,5229.766802469031,20973.854693094032
5,10,9861.633,1094.6468247868681,2554.3062362766864,22277.571861276687
5,11,7492.8164,1655.9414721701057,3864.0605659244043,18849.693378424403
5,12,2597.0278,567.7380458957998,1324.789693228714,6518.845357291214
5,13,11271.145,899.9239448299767,2099.9296690067026,24642.218731506702
5,14,3721.9927,1199.0402405352936,2797.903300493582,10241.88865205608
5,16,7678.023,4153.801311880863,9692.697548597367,25048.743447034867
5,17,2474.9036,649.6492239978876,1515.9255265488996,6465.732655455149
5,18,2340.7498,3195.546640966436,7456.655908103359,12138.15541982211
5,19,251.2494,930.5940960914066,2171.4970063987175,2673.9958162131707
5,20,1304.697,559.8746986078334,1306.4409468012325,3915.8349897699827
5,21,1404.9902,535.1916532461295,1248.8442359077658,4058.824704657766
5,22,2501.9734,937.9113225163104,2188.5714057996565,7192.5181831434065
5,23,6192.76,1406.5589739148086,3282.1383823600463,15667.657913610046
5,24,1563.3256,753.6326443418957,1758.5658860144233,4885.217009061298
5,25,2772.2385,712.4367127734442,1662.4371415355718,7206.914192316822
5,26,1869.9255,695.9181357142124,1623.8918286169253,5363.7429028356755
5,27,445.2492,594.8261432925045,1387.9984785122642,2278.4968915982017
5,28,268.94745,591.0783773193501,1379.2532450903357,1917.1481425512732
5,29,1425.1876,604.0411746192071,1409.501315274125,4259.87655941475
5,30,932.9011,581.1820576055904,1356.1606543216503,3221.9629004154003
5,31,729.54865,607.7600888078645,1418.1792244309117,2877.2765144699742
5,32,2491.5708,898.4689645811211,2096.5345418851903,7079.67614344769
5,33,1682.355,677.8570332404905,1581.7471061018412,4946.457067039341
5,34,3679.8916,873.0255907843901,2037.1636407970127,9396.946843922013
5,35,1249.9125,618.3166394439776,1442.8124326153365,3942.6373837872115
5,36,664.1274,691.8921474414223,1614.4973767083225,2942.75213745051
5,38,54113.062,6706.665577767214,15649.684740325654,123875.80974032565
5,40,19074.32,2078.9888855543704,4851.221558656963,42999.862183656965
5,41,592.8533,680.5808655871461,1588.1030391681882,2773.809582136938
5,42,3021.176,526.4302527923485,1228.3999251850196,7270.75197596627
5,44,1402.8732,603.9168550929196,1409.2112215798882,4214.957559470513
5,45,179.8536,634.4713582836773,1480.508699706392,1840.2159140618608
5,46,4917.4854,954.0801070852408,2226.300494600032,12061.271197725033
5,47,485.08997,1217.6375531310282,2841.299243792939,3811.479175433564
5,49,187.23267,745.4484964934618,1739.4685667562826,2113.9338987875326
5,51,800.87,1866.5854613327597,4355.588283329628,5957.328273564003
5,52,609.46643,603.0747239582641,1407.2461486812097,2626.179010009335
5,54,170.86238,716.7772928104467,1672.565678344448,2014.2904403073387
5,55,3490.4976,1308.4204996268109,3053.1369261677078,10034.132043355208
5,56,1306.989,1521.8583663899296,3551.184023903342,6165.162051247093
5,58,943.54254,757.7766073692271,1768.2356263945442,3655.3207094023564
5,59,203.80296,703.5472053989071,1641.6938994139596,2049.2998259276314
5,60,295.87592,585.6258453889918,1366.5300214917804,1958.281852546468
5,67,3082.1392,1230.4443819454125,2871.183368943422,9035.461689255922
5,71,537.71906,592.5333633520735,1382.6483857082283,2458.086496059791
5,72,10844.715,3893.195556166489,9084.586428227169,30774.01611572717
5,74,3601.4612,707.4454955564017,1650.7903738517705,8853.71273713302
5,77,2905.283,2895.2869970450593,6756.014328002931,12566.58024597168
5,78,5192.141,,,
5,79,5065.69,526.2490102521294,1227.977004348566,11359.356887161066
5,80,1907.4834,3309.847670779882,7723.371917919748,11538.338714794747
5,81,2693.222,545.0216026578714,1271.7819547373851,6658.225802393636
5,82,3899.0703,1024.0822526176205,2389.647167551758,10187.787792551757
5,85,1017.78015,587.8231743994354,1371.657384096263,3407.217686830638
5,87,10078.596,1670.0050137817086,3896.8771705399135,24054.068576789912
5,90,3136.1394,593.7284984573847,1385.437176561647,7657.715985155397
5,91,1539.2181,607.9462956164117,1418.6137291511004,4497.050008447975
5,92,7841.471,1366.0149702252536,3187.530880540435,18870.473263352935
5,94,550.7265,978.2431256270768,2282.683747674098,3384.1367506037855
5,95,18864.393,2673.047984555501,6237.430175843553,43966.215332093554
5,96,6017.884,1527.0735609490519,3563.3534320486183,15599.121010173618
5,97,724.86206,457.62679698658803,1067.8503376262565,2517.5744587200065
5,98,328.62543,1123.7924126322891,2622.3160775403317,3279.566932032519
6,1,23439.51,8418.348578565292,19643.81550877565,66522.83504002565
6,2,49767.926,4683.965238785314,10929.809824517633,110465.66138701764
6,3,16729.031,10122.159800408372,23619.577855904678,57077.640355904674
6,4,34235.492,3393.5344089234163,7918.65093604078,76389.63531104078
6,5,33384.51,12089.94503857664,28211.31099913565,94980.33443663565
6,6,7086.659,3511.4866559953725,8193.886887451325,22367.205246826325
6,7,31943.191,15679.804458949273,36588.076999986915,100474.45981248692
6,8,47230.285,4105.783533245169,9580.65034885768,104041.22066135769
6,9,46815.234,10632.99213919993,24811.580791574033,118442.04954157403
6,10,47070.08,4992.366550192934,11649.449597974037,105789.60584797403
6,11,22384.342,5279.1801600224735,12318.715497849334,57087.399091599334
6,12,6924.475,1654.0863834105937,3859.7318046472765,17708.681999959776
6,13,37621.75,3020.3961309640617,7047.950534045189,82291.45053404519
6,14,25458.31,8936.594236857685,20853.11707246247,71769.73816621247
6,16,28140.436,16155.142737649525,37697.25623673433,93978.12733048433
6,17,16712.414,2742.851887561654,6400.314259301053,39825.142384301056
6,18,11536.397,17240.9496659252,40230.93499547645,63303.72991735145
6,19,2811.7104,1891.9922238155366,4414.873753660201,10038.294652097702
6,20,9497.728,2144.4482772772417,5003.9679319296065,23999.423010054605
6,21,9619.798,2442.2672789817716,5698.914389645494,24938.510092770495
6,22,19119.396,4126.86147283815,9629.834717122483,47868.62768587248
6,23,30299.314,7893.964645259695,18420.190572662967,79018.81947891296
6,24,6965.5454,3305.7386598281723,7713.7837365436,21644.8745568561
6,25,14048.711,3618.7949723978372,8444.285733530776,36541.70760853078
6,26,9290.825,2761.5449351276493,6443.933595594413,25025.58398621941
6,27,2013.3127,1892.2562069017686,4415.489745620499,8442.11523390175
6,28,791.6638,1808.6663489908142,4220.436792908554,5803.764429627304
6,29,7040.327,2026.849551443628,4729.556905493314,18810.211202368315
6,30,5229.2163,1640.3843329434635,3827.7587224024314,14286.191339589932
6,31,3446.5344,2067.571030291476,4824.578537143066,11717.647384799315
6,32,11196.623,4115.801216318479,9604.026135246302,31997.272228996302
6,33,7359.0806,2935.5320234374744,6849.924180537587,21568.085313350086
6,34,18576.941,3749.1277887159367,8748.411153688683,45902.293966188685
6,35,3773.3384,1730.1551562908116,4037.234663609743,11583.911421422243
6,36,3691.6648,3125.868845371425,7294.066090284264,14677.395680128015
